Source,Target,Weight
Mrs. Gardiner,Mr. Wickham,0.020811688311688312
Mrs. Gardiner,Miss de Bourgh,0.005357142857142858
Mrs. Gardiner,Mr. Bennet,0.02344224924012158
Mrs. Gardiner,Mrs. Bennet,0.025279017857142858
Mrs. Gardiner,Jane,0.013943001443001445
Mrs. Gardiner,Louisa,0.005357142857142858
Mrs. Gardiner,Mr. Hurst,0.005357142857142858
Mrs. Gardiner,Lucases,0.005357142857142858
Mrs. Gardiner,Miss Lucas,0.005357142857142858
Mrs. Gardiner,Sir William,0.005357142857142858
Mrs. Gardiner,Mrs. Gardiner,0.005357142857142858
Mrs. Gardiner,Mr. Gardiner,0.005357142857142858
Mrs. Gardiner,Mr. Phillips,0.005357142857142858
Mrs. Gardiner,Mrs. Phillips,0.043993506493506494
Mrs. Gardiner,Fitzwilliam,0.005357142857142858
